CLIENTE,CONEXAO,EDGEID,FORNECEDOR,"FUNCAO_INTERFACE",HOSTNAME,IDHOST,IDINT,INTERFACE,"IP_GERENCIAMENTO","IP_IP2",MODELO,"NOME_CLIENTE","NOME_FANTASIA","NOME_LOCALIDADE_MERAKI",PRIMEID,SERIAL,"SIGLA_CIENTE","SOLUCAO_ID","TIPO_EQUIPAMENTO",TOKEN,URL,USER,timeInputLookupBdi
"O BOTICARIO FRANCHISING LTDA","<  > % #B-LJ-EP-0011983-RN-FE $ 1 @ SDWAN !1",,Meraki,Titular,"Q2QN-WZ4F-M2XE.mera.boti",194815,5370907,wan2,,"10.1.1.178",MX65,"O BOTICARIO FRANCHISING LTDA","BOTI - ESSENCIA COMERCIAL LTDA","B-LJ-EP-00","BOTI#11983-00#00","Q2QN-WZ4F-M2XE",BOTI,201861640,EDGE,def5b8f753275eaa5ba494a8bea96680a5a68c93,"https://n279.meraki.com/api/v1/organizations",,1637303401
"O BOTICARIO FRANCHISING LTDA","< adsl cliente > % #B-LJ-EP-0011779-RN-FE $ 1 @ SDWAN !1",,Meraki,Titular,"Q2KN-E4MX-6EV2.mera.boti",188759,5362499,wan1,,"172.16.26.117",MX64,"O BOTICARIO FRANCHISING LTDA","BOTI - ESSENCIA COMERCIAL LTDA","B-LJ-EP-00","BOTI#11779-00#00","Q2KN-E4MX-6EV2",BOTI,201861639,EDGE,def5b8f753275eaa5ba494a8bea96680a5a68c93,"https://n279.meraki.com/api/v1/organizations",,1637303401
"O BOTICARIO FRANCHISING LTDA","< 11945857370 ( 4g ) > % #B-LJ-EP-0011779-RN-FE $ 1 @ SDWAN !1",,Meraki,Titular,"Q2KN-E4MX-6EV2.mera.boti",188759,5362500,wan2,,"10.1.1.124",MX64,"O BOTICARIO FRANCHISING LTDA","BOTI - ESSENCIA COMERCIAL LTDA","B-LJ-EP-00","BOTI#11779-00#00","Q2KN-E4MX-6EV2",BOTI,201861639,EDGE,def5b8f753275eaa5ba494a8bea96680a5a68c93,"https://n279.meraki.com/api/v1/organizations",,1637303401
"O BOTICARIO FRANCHISING LTDA","< - > % #B-LJ-EP-0011779-RN-FE $ 1 @ SDWAN !1",,Meraki,Titular,"Q2PD-MR63-CATE.mera.boti",192044,5366808,lan1,,"10.207.69.175",MR33,"O BOTICARIO FRANCHISING LTDA","BOTI - ESSENCIA COMERCIAL LTDA","B-LJ-EP-00","BOTI#11779-00#00","Q2PD-MR63-CATE",BOTI,201861639,EDGE,def5b8f753275eaa5ba494a8bea96680a5a68c93,"https://n279.meraki.com/api/v1/organizations",,1637303401
"O BOTICARIO FRANCHISING LTDA","< - > % #B-LJ-EP-0011591-RN-FF $ 1 @ SDWAN !1",,Meraki,Titular,"Q2PD-FNAM-6NTQ.mera.boti",191157,5365923,lan1,,"10.207.124.10",MR33,"O BOTICARIO FRANCHISING LTDA","BOTI - ESSENCIA COMERCIAL LTDA","B-LJ-EP-00","BOTI#11591-00#00","Q2PD-FNAM-6NTQ",BOTI,201861638,EDGE,def5b8f753275eaa5ba494a8bea96680a5a68c93,"https://n279.meraki.com/api/v1/organizations",,1637303401
"O BOTICARIO FRANCHISING LTDA","<  > % #B-LJ-EP-0011591-RN-FF $ 1 @ SDWAN !1",,Meraki,Titular,"Q2QN-T6NC-6B78.mera.boti",194644,5370565,wan1,,"172.16.20.87",MX65,"O BOTICARIO FRANCHISING LTDA","BOTI - ESSENCIA COMERCIAL LTDA","B-LJ-EP-00","BOTI#11591-00#00","Q2QN-T6NC-6B78",BOTI,201861638,EDGE,def5b8f753275eaa5ba494a8bea96680a5a68c93,"https://n279.meraki.com/api/v1/organizations",,1637303401
"O BOTICARIO FRANCHISING LTDA","<  > % #B-LJ-EP-0011591-RN-FF $ 1 @ SDWAN !1",,Meraki,Titular,"Q2QN-T6NC-6B78.mera.boti",194644,5370566,wan2,,"192.168.0.140",MX65,"O BOTICARIO FRANCHISING LTDA","BOTI - ESSENCIA COMERCIAL LTDA","B-LJ-EP-00","BOTI#11591-00#00","Q2QN-T6NC-6B78",BOTI,201861638,EDGE,def5b8f753275eaa5ba494a8bea96680a5a68c93,"https://n279.meraki.com/api/v1/organizations",,1637303401
"O BOTICARIO FRANCHISING LTDA","<  > % #B-LJ-CO-0011582-RN-EE $ 1 @ SDWAN !1",,Meraki,Titular,"Q2KN-94QF-B5A8.mera.boti",187741,5360676,wan1,,"-",MX64,"O BOTICARIO FRANCHISING LTDA","BOTI - ESSENCIA","B-LJ-CO-00","BOTI#11582-00#00","Q2KN-94QF-B5A8",BOTI,201861637,EDGE,def5b8f753275eaa5ba494a8bea96680a5a68c93,"https://n279.meraki.com/api/v1/organizations",,1637303401
"O BOTICARIO FRANCHISING LTDA","< 89550531120028648055 ( 4g ) > % #B-LJ-CO-0011582-RN-EE $ 1 @ SDWAN !1",,Meraki,Titular,"Q2KN-94QF-B5A8.mera.boti",187741,5360677,wan2,,"10.1.1.113",MX64,"O BOTICARIO FRANCHISING LTDA","BOTI - ESSENCIA","B-LJ-CO-00","BOTI#11582-00#00","Q2KN-94QF-B5A8",BOTI,201861637,EDGE,def5b8f753275eaa5ba494a8bea96680a5a68c93,"https://n279.meraki.com/api/v1/organizations",,1637303401
"O BOTICARIO FRANCHISING LTDA","< 11945868240 (4g) > % #B-LJ-EP-0007432-RN-FE $ 1 @ SDWAN !1",,Meraki,Titular,"Q2KN-5MDX-HQ5X.mera.boti",186993,5359319,wan2,,"192.168.0.193",MX64,"O BOTICARIO FRANCHISING LTDA","BOTI - ESSENCIA COMERCIAL LTDA","B-LJ-EP-00","BOTI#7432-00#00","Q2KN-5MDX-HQ5X",BOTI,201861636,EDGE,def5b8f753275eaa5ba494a8bea96680a5a68c93,"https://n279.meraki.com/api/v1/organizations",,1637303401
"O BOTICARIO FRANCHISING LTDA","< adsl cliente (10m) > % #B-LJ-EP-0007432-RN-FE $ 1 @ SDWAN !1",,Meraki,Titular,"Q2KN-5MDX-HQ5X.mera.boti",186993,5359318,wan1,,"172.16.12.69",MX64,"O BOTICARIO FRANCHISING LTDA","BOTI - ESSENCIA COMERCIAL LTDA","B-LJ-EP-00","BOTI#7432-00#00","Q2KN-5MDX-HQ5X",BOTI,201861636,EDGE,def5b8f753275eaa5ba494a8bea96680a5a68c93,"https://n279.meraki.com/api/v1/organizations",,1637303401
"O BOTICARIO FRANCHISING LTDA","< - > % #B-LJ-EP-0007432-RN-FE $ 1 @ SDWAN !1",,Meraki,Titular,"Q2PD-38TL-557Q.mera.boti",190197,5364970,lan1,,"10.207.65.194",MR33,"O BOTICARIO FRANCHISING LTDA","BOTI - ESSENCIA COMERCIAL LTDA","B-LJ-EP-00","BOTI#7432-00#00","Q2PD-38TL-557Q",BOTI,201861636,EDGE,def5b8f753275eaa5ba494a8bea96680a5a68c93,"https://n279.meraki.com/api/v1/organizations",,1637303401
"O BOTICARIO FRANCHISING LTDA","< adsl cliente ( 100 mb ) > % #B-LJ-EP-0007431-RN-FF $ 1 @ SDWAN !1",,Meraki,Titular,"Q2KN-8AHU-GZWR.mera.boti",187580,5360386,wan1,,"172.16.17.21",MX64,"O BOTICARIO FRANCHISING LTDA","BOTI - ESSENCIA","B-LJ-EP-00","BOTI#7431-00#00","Q2KN-8AHU-GZWR",BOTI,201861635,EDGE,def5b8f753275eaa5ba494a8bea96680a5a68c93,"https://n279.meraki.com/api/v1/organizations",,1637303401
"O BOTICARIO FRANCHISING LTDA","< 11970547881 (4g) > % #B-LJ-EP-0007431-RN-FF $ 1 @ SDWAN !1",,Meraki,Titular,"Q2KN-8AHU-GZWR.mera.boti",187580,5360387,wan2,,"192.168.0.105",MX64,"O BOTICARIO FRANCHISING LTDA","BOTI - ESSENCIA","B-LJ-EP-00","BOTI#7431-00#00","Q2KN-8AHU-GZWR",BOTI,201861635,EDGE,def5b8f753275eaa5ba494a8bea96680a5a68c93,"https://n279.meraki.com/api/v1/organizations",,1637303401
"O BOTICARIO FRANCHISING LTDA","< 136410814624 (10m) > % #B-LJ-CO-0019942-PE-EE $ 1 @ SDWAN !1",,Meraki,Titular,"Q2KN-EGTV-2DTB.mera.boti",188826,5362617,wan1,,"192.168.0.13",MX64,"O BOTICARIO FRANCHISING LTDA","BOTI - INTERBELLE COMERCIO DE PRODUTO","B-LJ-CO-00","BOTI#19942-00#00","Q2KN-EGTV-2DTB",BOTI,201864176,EDGE,def5b8f753275eaa5ba494a8bea96680a5a68c93,"https://n279.meraki.com/api/v1/organizations",,1637303401
"O BOTICARIO FRANCHISING LTDA","< 11988459218 (4g) > % #B-LJ-CO-0019942-PE-EE $ 1 @ SDWAN !1",,Meraki,Titular,"Q2KN-EGTV-2DTB.mera.boti",188826,5362618,wan2,,"10.10.10.195",MX64,"O BOTICARIO FRANCHISING LTDA","BOTI - INTERBELLE COMERCIO DE PRODUTO","B-LJ-CO-00","BOTI#19942-00#00","Q2KN-EGTV-2DTB",BOTI,201864176,EDGE,def5b8f753275eaa5ba494a8bea96680a5a68c93,"https://n279.meraki.com/api/v1/organizations",,1637303401
"O BOTICARIO FRANCHISING LTDA","< - > % #B-LJ-CO-0019942-PE-EE - AP1 $ 1 @ SDWAN !1",,Meraki,Titular,"Q2PD-SFEQ-R4KQ.mera.boti",192761,5367519,lan1,,"10.207.72.130",MR33,"O BOTICARIO FRANCHISING LTDA","BOTI - INTERBELLE COMERCIO DE PRODUTO","B-LJ-CO-00","BOTI#19942-00#00","Q2PD-SFEQ-R4KQ",BOTI,201864176,EDGE,def5b8f753275eaa5ba494a8bea96680a5a68c93,"https://n279.meraki.com/api/v1/organizations",,1637303401
"O BOTICARIO FRANCHISING LTDA","< - > % #B-LJ-AM-0019911-PE-EE - AP1 $ 1 @ SDWAN !1",,Meraki,Titular,"Q2PD-BA8E-PPKD.mera.boti",190712,5365483,lan1,,"10.207.162.41",MR33,"O BOTICARIO FRANCHISING LTDA","BOTI - INTERBELLE COMERCIO DE PRODUTO","B-LJ-AM-00","BOTI#19911-00#00","Q2PD-BA8E-PPKD",BOTI,201864171,EDGE,def5b8f753275eaa5ba494a8bea96680a5a68c93,"https://n279.meraki.com/api/v1/organizations",,1637303401
"O BOTICARIO FRANCHISING LTDA","<  > % #B-LJ-AM-0019911-PE-EE $ 1 @ SDWAN !1",,Meraki,Titular,"Q2KN-Z33N-2NK6.mera.boti",189969,5364650,wan1,,"189.17.202.30",MX64,"O BOTICARIO FRANCHISING LTDA","BOTI - INTERBELLE COMERCIO DE PRODUTO","B-LJ-AM-00","BOTI#19911-00#00","Q2KN-Z33N-2NK6",BOTI,201864171,EDGE,def5b8f753275eaa5ba494a8bea96680a5a68c93,"https://n279.meraki.com/api/v1/organizations",,1637303401
"O BOTICARIO FRANCHISING LTDA","<  > % #B-LJ-AM-0019911-PE-EE $ 1 @ SDWAN !1",,Meraki,Titular,"Q2KN-Z33N-2NK6.mera.boti",189969,5364651,wan2,,"192.168.0.158",MX64,"O BOTICARIO FRANCHISING LTDA","BOTI - INTERBELLE COMERCIO DE PRODUTO","B-LJ-AM-00","BOTI#19911-00#00","Q2KN-Z33N-2NK6",BOTI,201864171,EDGE,def5b8f753275eaa5ba494a8bea96680a5a68c93,"https://n279.meraki.com/api/v1/organizations",,1637303401
"O BOTICARIO FRANCHISING LTDA","< - > % #B-LJ-CO-0019945-PE-EE $ 1 @ SDWAN !1",,Meraki,Titular,"Q2PD-Z2HR-7AM5.mera.boti",193411,5368163,lan1,,"10.207.63.194",MR33,"O BOTICARIO FRANCHISING LTDA","BOTI - INTERBELLE COMERCIO DE PRODUTO","B-LJ-CO-00","BOTI#19945-00#00","Q2PD-Z2HR-7AM5",BOTI,201864170,EDGE,def5b8f753275eaa5ba494a8bea96680a5a68c93,"https://n279.meraki.com/api/v1/organizations",,1637303401
"O BOTICARIO FRANCHISING LTDA","<  > % #B-LJ-CO-0019945-PE-EE $ 1 @ SDWAN !1",,Meraki,Titular,"Q2QN-SDGS-ACBX.mera.boti",194618,5370514,wan1,,"10.1.0.12",MX65,"O BOTICARIO FRANCHISING LTDA","BOTI - INTERBELLE COMERCIO DE PRODUTO","B-LJ-CO-00","BOTI#19945-00#00","Q2QN-SDGS-ACBX",BOTI,201864170,EDGE,def5b8f753275eaa5ba494a8bea96680a5a68c93,"https://n279.meraki.com/api/v1/organizations",,1637303401
"O BOTICARIO FRANCHISING LTDA","<  > % #B-LJ-CO-0019945-PE-EE $ 1 @ SDWAN !1",,Meraki,Titular,"Q2QN-SDGS-ACBX.mera.boti",194618,5370515,wan2,,"192.168.0.178",MX65,"O BOTICARIO FRANCHISING LTDA","BOTI - INTERBELLE COMERCIO DE PRODUTO","B-LJ-CO-00","BOTI#19945-00#00","Q2QN-SDGS-ACBX",BOTI,201864170,EDGE,def5b8f753275eaa5ba494a8bea96680a5a68c93,"https://n279.meraki.com/api/v1/organizations",,1637303401
"O BOTICARIO FRANCHISING LTDA","<  > % #B-LJ-CO-0017777-SP-EE $ 1 @ SDWAN !1",,Meraki,Titular,"Q2QN-CX64-MG8X.mera.boti",194076,5369461,wan1,,"191.180.156.224",MX65,"O BOTICARIO FRANCHISING LTDA","BOTI - INTERBELLE COMERCIO DE PRODUTOS DE BELEZA LTDA","B-LJ-CO-00","BOTI#17777-00#00","Q2QN-CX64-MG8X",BOTI,201864050,EDGE,def5b8f753275eaa5ba494a8bea96680a5a68c93,"https://n279.meraki.com/api/v1/organizations",,1637303401
"O BOTICARIO FRANCHISING LTDA","<  > % #B-LJ-CO-0017777-SP-EE $ 1 @ SDWAN !1",,Meraki,Titular,"Q2QN-CX64-MG8X.mera.boti",194076,5369462,wan2,,"192.168.0.154",MX65,"O BOTICARIO FRANCHISING LTDA","BOTI - INTERBELLE COMERCIO DE PRODUTOS DE BELEZA LTDA","B-LJ-CO-00","BOTI#17777-00#00","Q2QN-CX64-MG8X",BOTI,201864050,EDGE,def5b8f753275eaa5ba494a8bea96680a5a68c93,"https://n279.meraki.com/api/v1/organizations",,1637303401
"O BOTICARIO FRANCHISING LTDA","< - > % #B-LJ-CO-0017777-SP-EE $ 1 @ SDWAN !1",,Meraki,Titular,"Q2PD-TCL5-5HKM.mera.boti",192855,5367611,lan1,,"10.207.67.2",MR33,"O BOTICARIO FRANCHISING LTDA","BOTI - INTERBELLE COMERCIO DE PRODUTOS DE BELEZA LTDA","B-LJ-CO-00","BOTI#17777-00#00","Q2PD-TCL5-5HKM",BOTI,201864050,EDGE,def5b8f753275eaa5ba494a8bea96680a5a68c93,"https://n279.meraki.com/api/v1/organizations",,1637303401
"O BOTICARIO FRANCHISING LTDA","< - > % #B-LJ-AM-0017583-CE-EE $ 1 @ SDWAN !1",,Meraki,Titular,"Q2PD-AZA6-CD62.mera.boti",190632,5365403,lan1,,"10.207.144.67",MR33,"O BOTICARIO FRANCHISING LTDA","BOTI - INTERBELLE COMERCIO DE PRODUTOS DE BELEZA LTDA","B-LJ-AM-00","BOTI#17583-00#00","Q2PD-AZA6-CD62",BOTI,201864049,EDGE,def5b8f753275eaa5ba494a8bea96680a5a68c93,"https://n279.meraki.com/api/v1/organizations",,1637303401
"O BOTICARIO FRANCHISING LTDA","< fla/ip/06044(mpls) > % #B-LJ-AM-0017583-CE-EE $ 1 @ SDWAN !1",,Meraki,Titular,"Q2KN-4YWE-WD6C.mera.boti",186847,5359045,wan1,,"10.191.2.186",MX64,"O BOTICARIO FRANCHISING LTDA","BOTI - INTERBELLE COMERCIO DE PRODUTOS DE BELEZA LTDA","B-LJ-AM-00","BOTI#17583-00#00","Q2KN-4YWE-WD6C",BOTI,201864049,EDGE,def5b8f753275eaa5ba494a8bea96680a5a68c93,"https://n279.meraki.com/api/v1/organizations",,1637303401
"O BOTICARIO FRANCHISING LTDA","< 11989841630 (4g) sinal fraco > % #B-LJ-AM-0017583-CE-EE $ 1 @ SDWAN !1",,Meraki,Titular,"Q2KN-4YWE-WD6C.mera.boti",186847,5359046,wan2,,"10.1.1.180",MX64,"O BOTICARIO FRANCHISING LTDA","BOTI - INTERBELLE COMERCIO DE PRODUTOS DE BELEZA LTDA","B-LJ-AM-00","BOTI#17583-00#00","Q2KN-4YWE-WD6C",BOTI,201864049,EDGE,def5b8f753275eaa5ba494a8bea96680a5a68c93,"https://n279.meraki.com/api/v1/organizations",,1637303401
"O BOTICARIO FRANCHISING LTDA","< - > % #B-LJ-CO-0016516-RJ-EE $ 1 @ SDWAN !1",,Meraki,Titular,"Q2PD-G2N7-94XD.mera.boti",191205,5365971,lan1,,"10.207.56.226",MR33,"O BOTICARIO FRANCHISING LTDA","BOTI - INTERBELLE COMERCIO DE PRODUTOS DE","B-LJ-CO-00","BOTI#16516-00#00","Q2PD-G2N7-94XD",BOTI,201864047,EDGE,def5b8f753275eaa5ba494a8bea96680a5a68c93,"https://n279.meraki.com/api/v1/organizations",,1637303401
"O BOTICARIO FRANCHISING LTDA","< 038067778178 ( adsl10mb ) > % #B-LJ-CO-0016516-RJ-EE $ 1 @ SDWAN !1",,Meraki,Titular,"Q2KN-6QTV-UJNK.mera.boti",187215,5359725,wan1,,"10.1.0.14",MX64,"O BOTICARIO FRANCHISING LTDA","BOTI - INTERBELLE COMERCIO DE PRODUTOS DE","B-LJ-CO-00","BOTI#16516-00#00","Q2KN-6QTV-UJNK",BOTI,201864047,EDGE,def5b8f753275eaa5ba494a8bea96680a5a68c93,"https://n279.meraki.com/api/v1/organizations",,1637303401
"O BOTICARIO FRANCHISING LTDA","< 11945838054 (4g) > % #B-LJ-CO-0016516-RJ-EE $ 1 @ SDWAN !1",,Meraki,Titular,"Q2KN-6QTV-UJNK.mera.boti",187215,5359726,wan2,,"192.168.0.187",MX64,"O BOTICARIO FRANCHISING LTDA","BOTI - INTERBELLE COMERCIO DE PRODUTOS DE","B-LJ-CO-00","BOTI#16516-00#00","Q2KN-6QTV-UJNK",BOTI,201864047,EDGE,def5b8f753275eaa5ba494a8bea96680a5a68c93,"https://n279.meraki.com/api/v1/organizations",,1637303401
"O BOTICARIO FRANCHISING LTDA","< - > % #B-LJ-EP-0007427-RN-FE-SW $ 1 @ SDWAN !1",,Meraki,Titular,"Q2CX-4J87-4D7H.mera.boti",185789,5357778,lan1,,"10.199.102.248","MS120-8FP","O BOTICARIO FRANCHISING LTDA","BOTI - ESSENCIA COMERCIAL LTDA","B-LJ-EP-00","BOTI#7427-00#00","Q2CX-4J87-4D7H",BOTI,201861633,EDGE,def5b8f753275eaa5ba494a8bea96680a5a68c93,"https://n279.meraki.com/api/v1/organizations",,1637303401
"O BOTICARIO FRANCHISING LTDA","< adsl cliente (70m) > % #B-LJ-EP-0007427-RN-FE $ 1 @ SDWAN !1",,Meraki,Titular,"Q2KN-7JED-GGRF.mera.boti",187405,5360073,wan1,,"172.16.11.75",MX64,"O BOTICARIO FRANCHISING LTDA","BOTI - ESSENCIA COMERCIAL LTDA","B-LJ-EP-00","BOTI#7427-00#00","Q2KN-7JED-GGRF",BOTI,201861633,EDGE,def5b8f753275eaa5ba494a8bea96680a5a68c93,"https://n279.meraki.com/api/v1/organizations",,1637303401
"O BOTICARIO FRANCHISING LTDA","< 11945852482(4g) > % #B-LJ-EP-0007427-RN-FE $ 1 @ SDWAN !1",,Meraki,Titular,"Q2KN-7JED-GGRF.mera.boti",187405,5360074,wan2,,"10.1.1.139",MX64,"O BOTICARIO FRANCHISING LTDA","BOTI - ESSENCIA COMERCIAL LTDA","B-LJ-EP-00","BOTI#7427-00#00","Q2KN-7JED-GGRF",BOTI,201861633,EDGE,def5b8f753275eaa5ba494a8bea96680a5a68c93,"https://n279.meraki.com/api/v1/organizations",,1637303401
"O BOTICARIO FRANCHISING LTDA","< - > % #B-LJ-EP-0007427-RN-AP $ 1 @ SDWAN !1",,Meraki,Titular,"Q2PD-WL3P-TPJ3.mera.boti",193215,5367969,lan1,,"10.207.102.226",MR33,"O BOTICARIO FRANCHISING LTDA","BOTI - ESSENCIA COMERCIAL LTDA","B-LJ-EP-00","BOTI#7427-00#00","Q2PD-WL3P-TPJ3",BOTI,201861633,EDGE,def5b8f753275eaa5ba494a8bea96680a5a68c93,"https://n279.meraki.com/api/v1/organizations",,1637303401
"O BOTICARIO FRANCHISING LTDA","< - > % #B-LJ-EP-0007957-RN-FE $ 1 @ SDWAN !1",,Meraki,Titular,"Q2PD-KU2D-STF4.mera.boti",191764,5366529,lan1,,"10.207.68.130",MR33,"O BOTICARIO FRANCHISING LTDA","BOTI - ESSENCIA COMERCIAL LTDA","B-LJ-EP-00","BOTI#7957-00#00","Q2PD-KU2D-STF4",BOTI,201861632,EDGE,def5b8f753275eaa5ba494a8bea96680a5a68c93,"https://n279.meraki.com/api/v1/organizations",,1637303401
"O BOTICARIO FRANCHISING LTDA","< 11989529900 (4g) > % #B-LJ-EP-0007957-RN-FE $ 1 @ SDWAN !1",,Meraki,Titular,"Q2KN-5DRM-FS54.mera.boti",186941,5359228,wan2,,"10.1.1.185",MX64,"O BOTICARIO FRANCHISING LTDA","BOTI - ESSENCIA COMERCIAL LTDA","B-LJ-EP-00","BOTI#7957-00#00","Q2KN-5DRM-FS54",BOTI,201861632,EDGE,def5b8f753275eaa5ba494a8bea96680a5a68c93,"https://n279.meraki.com/api/v1/organizations",,1637303401
"O BOTICARIO FRANCHISING LTDA","< adsl cliente > % #B-LJ-EP-0007957-RN-FE $ 1 @ SDWAN !1",,Meraki,Titular,"Q2KN-5DRM-FS54.mera.boti",186941,5359227,wan1,,"172.16.24.126",MX64,"O BOTICARIO FRANCHISING LTDA","BOTI - ESSENCIA COMERCIAL LTDA","B-LJ-EP-00","BOTI#7957-00#00","Q2KN-5DRM-FS54",BOTI,201861632,EDGE,def5b8f753275eaa5ba494a8bea96680a5a68c93,"https://n279.meraki.com/api/v1/organizations",,1637303401
"O BOTICARIO FRANCHISING LTDA","< adsl cliente > % #B-LJ-CO-0011482-MA-EE $ 1 @ SDWAN !1",,Meraki,Titular,"Q2KN-88XD-G73L.mera.boti",187567,5360362,wan1,,"172.17.14.124",MX64,"O BOTICARIO FRANCHISING LTDA","BOTI - SAGE COSMETICOS MA LTDA","B-LJ-CO-00","BOTI#11482-00#00","Q2KN-88XD-G73L",BOTI,201861631,EDGE,def5b8f753275eaa5ba494a8bea96680a5a68c93,"https://n279.meraki.com/api/v1/organizations",,1637303401
"O BOTICARIO FRANCHISING LTDA","< 860743033635370 (4g) > % #B-LJ-CO-0011482-MA-EE $ 1 @ SDWAN !1",,Meraki,Titular,"Q2KN-88XD-G73L.mera.boti",187567,5360363,wan2,,"10.1.1.100",MX64,"O BOTICARIO FRANCHISING LTDA","BOTI - SAGE COSMETICOS MA LTDA","B-LJ-CO-00","BOTI#11482-00#00","Q2KN-88XD-G73L",BOTI,201861631,EDGE,def5b8f753275eaa5ba494a8bea96680a5a68c93,"https://n279.meraki.com/api/v1/organizations",,1637303401
"O BOTICARIO FRANCHISING LTDA","< adsl cliente > % #B-LJ-EP-0011398-MA-FE $ 1 @ SDWAN !1",,Meraki,Titular,"Q2KN-2TX9-AD4K.mera.boti",186614,5358617,wan1,,"172.17.4.24",MX64,"O BOTICARIO FRANCHISING LTDA","BOTI - SAGE COSMETICOS","B-LJ-EP-00","BOTI#11398-00#00","Q2KN-2TX9-AD4K",BOTI,201861630,EDGE,def5b8f753275eaa5ba494a8bea96680a5a68c93,"https://n279.meraki.com/api/v1/organizations",,1637303401
"O BOTICARIO FRANCHISING LTDA","< 11945843913 (4g) > % #B-LJ-EP-0011398-MA-FE $ 1 @ SDWAN !1",,Meraki,Titular,"Q2KN-2TX9-AD4K.mera.boti",186614,5358618,wan2,,"192.168.0.167",MX64,"O BOTICARIO FRANCHISING LTDA","BOTI - SAGE COSMETICOS","B-LJ-EP-00","BOTI#11398-00#00","Q2KN-2TX9-AD4K",BOTI,201861630,EDGE,def5b8f753275eaa5ba494a8bea96680a5a68c93,"https://n279.meraki.com/api/v1/organizations",,1637303401
"O BOTICARIO FRANCHISING LTDA","< - > % #B-LJ-EP-0011398-MA-FE $ 1 @ SDWAN !1",,Meraki,Titular,"Q2PD-PADQ-7Y67.mera.boti",192297,5367061,lan1,,"10.207.68.66",MR33,"O BOTICARIO FRANCHISING LTDA","BOTI - SAGE COSMETICOS","B-LJ-EP-00","BOTI#11398-00#00","Q2PD-PADQ-7Y67",BOTI,201861630,EDGE,def5b8f753275eaa5ba494a8bea96680a5a68c93,"https://n279.meraki.com/api/v1/organizations",,1637303401
"O BOTICARIO FRANCHISING LTDA","< adsl cliente > % #B-LJ-EP-0011397-MA-FE $ 1 @ SDWAN !1",,Meraki,Titular,"Q2KN-76BY-PMED.mera.boti",187282,5359853,wan1,,"172.17.13.46",MX64,"O BOTICARIO FRANCHISING LTDA","BOTI - SAGE COSMETICOS MA LTDA","B-LJ-EP-00","BOTI#11397-00#00","Q2KN-76BY-PMED",BOTI,201861629,EDGE,def5b8f753275eaa5ba494a8bea96680a5a68c93,"https://n279.meraki.com/api/v1/organizations",,1637303401
"O BOTICARIO FRANCHISING LTDA","< 11945875979 ( 4g ) > % #B-LJ-EP-0011397-MA-FE $ 1 @ SDWAN !1",,Meraki,Titular,"Q2KN-76BY-PMED.mera.boti",187282,5359854,wan2,,"10.1.1.121",MX64,"O BOTICARIO FRANCHISING LTDA","BOTI - SAGE COSMETICOS MA LTDA","B-LJ-EP-00","BOTI#11397-00#00","Q2KN-76BY-PMED",BOTI,201861629,EDGE,def5b8f753275eaa5ba494a8bea96680a5a68c93,"https://n279.meraki.com/api/v1/organizations",,1637303401
"O BOTICARIO FRANCHISING LTDA","<  > % #B-LJ-EP-0011396-MA-FE $ 1 @ SDWAN !1",,Meraki,Titular,"Q2QN-JYA5-PN3N.mera.boti",194328,5369958,wan1,,"172.17.17.24",MX65,"O BOTICARIO FRANCHISING LTDA","BOTI - SAGE COSMETICOS MA LTDA","B-LJ-EP-00","BOTI#11396-00#00","Q2QN-JYA5-PN3N",BOTI,201861628,EDGE,def5b8f753275eaa5ba494a8bea96680a5a68c93,"https://n279.meraki.com/api/v1/organizations",,1637303401
"O BOTICARIO FRANCHISING LTDA","<  > % #B-LJ-EP-0011396-MA-FE $ 1 @ SDWAN !1",,Meraki,Titular,"Q2QN-JYA5-PN3N.mera.boti",194328,5369959,wan2,,"10.1.1.100",MX65,"O BOTICARIO FRANCHISING LTDA","BOTI - SAGE COSMETICOS MA LTDA","B-LJ-EP-00","BOTI#11396-00#00","Q2QN-JYA5-PN3N",BOTI,201861628,EDGE,def5b8f753275eaa5ba494a8bea96680a5a68c93,"https://n279.meraki.com/api/v1/organizations",,1637303401
"O BOTICARIO FRANCHISING LTDA","< - > % #B-LJ-EP-0011396-MA-FE $ 1 @ SDWAN !1",,Meraki,Titular,"Q2PD-LUCG-T3W6.mera.boti",191935,5366699,lan1,,"10.207.74.66",MR33,"O BOTICARIO FRANCHISING LTDA","BOTI - SAGE COSMETICOS MA LTDA","B-LJ-EP-00","BOTI#11396-00#00","Q2PD-LUCG-T3W6",BOTI,201861628,EDGE,def5b8f753275eaa5ba494a8bea96680a5a68c93,"https://n279.meraki.com/api/v1/organizations",,1637303401
"O BOTICARIO FRANCHISING LTDA","< - > % #B-LJ-CO-0011395-MA-EE $ 1 @ SDWAN !1",,Meraki,Titular,"Q2PD-BZEC-HX7G.mera.boti",190749,5365519,lan1,,"10.200.23.170",MR33,"O BOTICARIO FRANCHISING LTDA","BOTI - SAGE COSMETICOS MA LTDA","B-LJ-CO-00","BOTI#11395-00#00","Q2PD-BZEC-HX7G",BOTI,201861627,EDGE,def5b8f753275eaa5ba494a8bea96680a5a68c93,"https://n279.meraki.com/api/v1/organizations",,1637303401
